year_quarter,rainfall,temperature
1999-3,0.31586426030844106,299.9111623349397
1999-4,0.6259749028831688,299.2058699234672
2000-1,0.2559687662869662,299.6562925904662
2000-2,0.5042751291766725,300.82215428614353
2000-3,0.3898965474218102,299.76351862368375
2000-4,0.3966201804578277,299.72764487888503
2001-1,0.1334899812936767,299.9037770589193
2001-2,0.5131295565515718,300.8901048597399
2001-3,0.2888412866741393,300.02923020072603
2001-4,0.4643430523574325,299.74314482315725
2002-1,0.08848205395042766,300.42848239474824
2002-2,0.5283896429464182,300.9831754244291
2002-3,0.1896256711333966,300.33279485287875
2002-4,0.8328477805480328,299.56528141187584
2003-1,0.17357361782342035,300.1418745252821
2003-2,0.49893697444349183,301.3055664733216
2003-3,0.385841311886903,300.6315629378609
2003-4,0.4882251899689406,299.8283578623896
2004-1,0.09145846962928654,300.4822552020733
2004-2,0.4905983200296717,301.0689875005366
2004-3,0.42746049631386634,300.2566186656123
2004-4,0.5707627097144681,299.5862214461617
2005-1,0.09629061259329187,300.62966681586374
2005-2,0.46160510182380227,301.3370418338985
2005-3,0.28384256362914684,300.4426279482634
2005-4,0.8764481777325244,299.5734558105469
2006-1,0.19854616094380445,299.9188754611545
2006-2,0.4252811828628144,301.27799300309067
2006-3,0.38901458866893973,300.3531099402386
2006-4,0.8832647176459401,299.75241122038466
2007-1,0.07083981018513368,300.38011237250436
2007-2,0.5187635142356121,301.30108843792925
2007-3,0.4559035245329105,300.3895970220151
2007-4,0.571695232763884,299.7641233361286
2008-1,0.4142349502071715,299.9127203972785
2008-2,0.446618981659408,301.01058456923937
2008-3,0.37994315009563806,300.3974917867909
2008-4,0.8797270320355867,299.90625165856403
2009-1,0.20580086763948088,300.0498036702474
2009-2,0.4580566901713568,301.2679718352936
2009-3,0.4008760880678859,300.5366559235946
2009-4,0.520842262543735,300.0255879941194
2010-1,0.0744267357513298,300.7718078613281
2010-2,0.5957666402682616,301.56722116994337
2010-3,0.3155625946819752,300.28953751273775
2010-4,0.9366662800312006,299.6942132037619
2011-1,0.4539708318188762,299.58213907877604
2011-2,0.399993137456473,301.1295159308465
2011-3,0.38206266984343207,300.60029767907184
2011-4,0.5446166433393923,300.00452588952106
2012-1,0.12630427349358658,300.2376044975532
2012-2,0.3006053427234256,301.1951193337912
2012-3,0.3245412176474894,300.7394203517748
2012-4,0.6846183547750085,299.9203239109205
2013-1,0.25489015318453156,300.089163547092
2013-2,0.4112881543114738,301.2899890941578
2013-3,0.3095806464552852,300.2624909774117
2013-4,0.4007232747971977,299.94083205513334
2014-1,0.10491235647350483,300.3350758870443
2014-2,0.4534277208149398,301.3848062033182
2014-3,0.3358820900320979,300.61417786971384
2014-4,1.0086833210661974,299.673259569251
2015-1,0.11858655605465071,300.3205349392361
2015-2,0.538807554170485,301.3384194845682
2015-3,0.3699962208047474,300.9124692833942
2015-4,0.9372094031423287,300.1838279392408
2016-1,0.06324211228638789,301.31834294245795
2016-2,0.720029676333066,301.89354429140195
2016-3,0.13975803647190116,300.62703505806303
2016-4,0.33891634363680906,300.15497987166697
2017-1,0.1712777744978652,300.00804612901476
2017-2,0.382602965459224,301.5378679547991
2017-3,0.3140519857406588,300.79296742314875
2017-4,0.6852309033274622,300.05719989279044
2018-1,0.08659632317721683,300.3472076416016
2018-2,0.6685267342254476,301.02141629732574
2018-3,0.2526060761883836,300.13301550823707
2018-4,0.5907212691381541,299.96455515985906
2019-1,0.07876323256641564,300.79820454915364
2019-2,0.2729506678879223,301.91871425083707
2019-3,0.5234936652705032,300.70619831914485
2019-4,0.8022686410695277,300.07563947594684
2020-1,0.03943293355405246,301.21576128949175
2020-2,0.3993542529642552,301.85674445183724
2020-3,0.0338451098650691,301.3566724989149
